73;30/07/2002;33;17;21;45;40;06;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.205.089,89;01;20;48;49;39;06;0;0,00;11;6.570,60;620;116,14;0,00
74;02/08/2002;16;28;07;12;46;15;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.471.464,41;13;04;15;39;27;24;0;0,00;23;3.860,50;1813;48,80;0,00
75;06/08/2002;13;30;43;07;22;11;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.738.336,44;23;41;28;19;16;34;0;0,00;33;2.695,68;1450;61,12;0,00
76;09/08/2002;48;11;41;21;31;36;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;1.900.684,78;19;47;04;16;29;44;1;162.348,35;35;3.092,35;2035;52,98;0,00
77;13/08/2002;29;11;31;50;39;23;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.040.788,14;11;14;15;34;04;37;1;140.103,36;16;5.837,64;1156;80,50;0,00
78;16/08/2002;06;42;21;41;45;08;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.337.253,41;33;43;12;49;36;19;0;0,00;37;2.670,86;1652;59,60;0,00
79;20/08/2002;18;26;04;02;08;33;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.621.722,17;46;28;47;14;04;01;0;0,00;23;4.122,74;1374;68,75;0,00
80;23/08/2002;41;27;19;33;45;23;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;2.908.230,16;45;50;19;10;37;33;0;0,00;24;3.979,28;1380;68,95;0,00
81;27/08/2002;39;04;31;32;38;16;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;3.072.038,96;26;32;19;35;15;12;1;163.808,81;31;3.522,77;1651;65,90;0,00
82;30/08/2002;35;39;32;15;23;18;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;3.264.002,65;14;17;42;48;36;12;1;191.963,69;71;1.802,48;2644;48,22;0,00
83;03/09/2002;06;13;48;15;08;41;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;3.666.387,94;06;09;48;18;41;12;0;0,00;39;3.439,19;2281;58,58;0,00
84;06/09/2002;34;27;11;42;04;31;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;4.157.263,44;25;17;27;35;50;39;0;0,00;14;11.687,51;1985;82,12;0,00
85;10/09/2002;09;25;28;27;19;32;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;4.370.829,75;23;24;45;01;19;30;1;213.566,32;35;4.067,93;1925;73,69;0,00
86;13/09/2002;23;48;14;33;25;32;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;4.957.512,31;37;33;13;29;27;31;0;0,00;73;2.678,92;3598;54,15;0,00
87;17/09/2002;19;47;39;42;23;01;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;5.249.466,32;23;37;41;19;13;38;1;291.954,03;58;3.355,80;3448;56,24;0,00
88;20/09/2002;46;50;30;42;18;20;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;5.560.952,50;09;17;28;21;33;01;1;311.486,18;50;4.153,15;2920;70,85;0,00
89;24/09/2002;04;14;42;39;08;31;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;6.213.771,76;04;44;03;32;11;31;0;0,00;46;4.730,58;3135;69,15;0,00
90;27/09/2002;07;50;36;28;39;40;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;6.895.025,26;08;37;05;03;43;15;0;0,00;67;3.389,32;3902;57,98;0,00
91;01/10/2002;19;15;34;11;33;43;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;7.510.992,49;13;41;43;11;03;44;0;0,00;109;1.883,69;3779;54,13;0,00
92;04/10/2002;34;28;31;35;01;38;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;8.176.154,35;24;31;41;11;40;45;0;0,00;46;4.820,02;2448;90,23;0,00
93;08/10/2002;25;33;01;28;22;44;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;8.804.295,22;17;38;50;36;04;11;0;0,00;55;3.806,91;2610;79,92;0,00
94;11/10/2002;36;26;43;25;21;32;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;9.486.596,80;23;17;40;21;41;02;0;0,00;43;5.289,16;2729;83,03;0,00
95;15/10/2002;31;42;27;29;38;19;0,00;1;;MG;9.786.055,58;0;0,00;0;0,00;NAO;0,00;05;06;23;35;44;03;0;0,00;55;3.629,81;3167;62,81;0,00
96;18/10/2002;09;07;13;22;11;50;0,00;1;;SP;434.535,34;0;0,00;0;0,00;NAO;0,00;01;37;31;19;07;42;0;0,00;18;5.002,83;1300;69,01;0,00
97;22/10/2002;17;21;19;16;04;05;0,00;0;&nbsp;&nbsp;0,00;0;0,00;0;0,00;SIM;355.331,93;46;28;42;18;39;45;0;0,00;11;6.674,41;726;100,75;0,00
98;25/10/2002;33;20;17;27;11;15;0,00;1;;RJ;477.268,10;0;0,00;0;0,00;NAO;0,00;37;38;34;45;19;07;0;0,00;19;4.278,46;1306;62,02;0,00
